# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_3_5793760_5793825	Gene_FGRRES_10827	FGRRES_10827		0	3	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	12	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5794859_5795082	Gene_FGRRES_10828	FGRRES_10828		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_579527_581641	Gene_FGRRES_04896_M	FGRRES_04896_M		0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_3_5801135_5801359	Gene_FGRRES_17510_M	FGRRES_17510_M		0	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	1	0	405	1	0	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5803382_5803611	Gene_FGRRES_10831	FGRRES_10831		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5817349_5817389	Gene_FGRRES_13909	FGRRES_13909		2	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	3	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_581745_582576	Gene_FGRRES_04897_M	FGRRES_04897_M		0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5818365_5818829	Gene_FGRRES_10833	FGRRES_10833		0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_5822181_5822702	Gene_FGRRES_10834	FGRRES_10834		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5828084_5828296	Gene_FGRRES_20299	FGRRES_20299		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5830576_5831008	Gene_FGRRES_10835	FGRRES_10835		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_583382_583698	Gene_FGRRES_04898	FGRRES_04898		0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	3241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5837248_5837883	Gene_FGRRES_10836	FGRRES_10836		0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	1	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5837956_5839572	Gene_FGRRES_10837	FGRRES_10837		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5840042_5840109	Gene_FGRRES_10838	FGRRES_10838		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5840809_5841132	Gene_FGRRES_10839	FGRRES_10839		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5843416_5843621	Gene_FGRRES_13908_M	FGRRES_13908_M		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5844157_5845089	Gene_FGRRES_10840	FGRRES_10840		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5846483_5848353	Gene_FGRRES_17509	FGRRES_17509		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5851509_5853476	Gene_FGRRES_10842	FGRRES_10842		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5853822_5854232	Gene_FGRRES_10843	FGRRES_10843		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5858617_5858731	Gene_FGRRES_17508	FGRRES_17508		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5862640_5862918	Gene_FGRRES_10845	FGRRES_10845		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5863682_5863731	Gene_FGRRES_10846	FGRRES_10846		0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5864911_5864937	Gene_FGRRES_13907	FGRRES_13907		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5867999_5868920	Gene_FGRRES_10848	FGRRES_10848		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_587144_587365	Gene_FGRRES_04899	FGRRES_04899		0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5881530_5882011	Gene_FGRRES_13904_M	FGRRES_13904_M		0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5882663_5883325	Gene_FGRRES_17506	FGRRES_17506		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5886982_5887475	Gene_FGRRES_10853	FGRRES_10853		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_589382_589948	Gene_FGRRES_04900	FGRRES_04900		0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	1	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5895229_5895289	Gene_FGRRES_10855	FGRRES_10855		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5897823_5897888	Gene_FGRRES_10856	FGRRES_10856		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5908311_5909933	Gene_FGRRES_10860	FGRRES_10860		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5913042_5914109	Gene_FGRRES_10862	FGRRES_10862		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5914570_5915373	Gene_FGRRES_10863	FGRRES_10863		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5917084_5917222	Gene_FGRRES_10865	FGRRES_10865		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_591866_593113	Gene_FGRRES_04901	FGRRES_04901		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5919636_5920916	Gene_FGRRES_10866	FGRRES_10866		0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	2	0	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5921387_5922019	Gene_FGRRES_10867	FGRRES_10867		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5922660_5923468	Gene_FGRRES_10868	FGRRES_10868		0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	383	1	0	57	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5928972_5929190	Gene_FGRRES_20300	FGRRES_20300		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5929027_5929285	Gene_FGRRES_13902	FGRRES_13902		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5931153_5931560	Gene_FGRRES_13901	FGRRES_13901		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5932769_5933473	Gene_FGRRES_10869	FGRRES_10869		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_594510_597617	Gene_FGRRES_04902	FGRRES_04902		0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	500	4	0	3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5948226_5948359	Gene_FGRRES_15628	FGRRES_15628		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5948659_5948923	Gene_FGRRES_10874	FGRRES_10874		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5952327_5952748	Gene_FGRRES_10876	FGRRES_10876		0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5955445_5955600	Gene_FGRRES_15629	FGRRES_15629		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5955880_5955992	Gene_FGRRES_13900	FGRRES_13900		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	234	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5959194_5960366	Gene_FGRRES_17504	FGRRES_17504		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5965465_5967810	Gene_FGRRES_10882	FGRRES_10882		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5968663_5968700	Gene_FGRRES_10883	FGRRES_10883		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_5969602_5969695	Gene_FGRRES_10884	FGRRES_10884		0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	1	0	94	1	0	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_5974770_5974813	Gene_FGRRES_10885	FGRRES_10885		0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	1	0	102	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5982637_5983212	Gene_FGRRES_10888	FGRRES_10888		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5985490_5988597	Gene_FGRRES_10889	FGRRES_10889		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_598784_599319	Gene_FGRRES_16442	FGRRES_16442		0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	78	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_5990901_5991101	Gene_FGRRES_13899	FGRRES_13899		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_600156_601646	Gene_FGRRES_16443	FGRRES_16443		0	1	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	500	2	0	1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6002934_6003924	Gene_FGRRES_10890	FGRRES_10890		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6012103_6012609	Gene_FGRRES_13896_M	FGRRES_13896_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_3_6017861_6018342	Gene_FGRRES_10891_M	FGRRES_10891_M		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	220	2	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6022964_6023406	Gene_FGRRES_10893_M	FGRRES_10893_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_602552_602640	Gene_FGRRES_04905	FGRRES_04905		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6033036_6034778	Gene_FGRRES_10896	FGRRES_10896		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6035392_6035436	Gene_FGRRES_10897	FGRRES_10897		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_603798_605582	Gene_FGRRES_04906	FGRRES_04906		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6041702_6041981	Gene_FGRRES_10898	FGRRES_10898		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	217	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6043973_6044289	Gene_FGRRES_10899	FGRRES_10899		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6046146_6046646	Gene_FGRRES_10900	FGRRES_10900		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6050259_6050527	Gene_FGRRES_10903	FGRRES_10903		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6056521_6057020	Gene_FGRRES_10904	FGRRES_10904		0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	4969	1	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_606124_608200	Gene_FGRRES_04907	FGRRES_04907		0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	4	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6071254_6071538	Gene_FGRRES_10909	FGRRES_10909		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6084797_6086038	Gene_FGRRES_10912	FGRRES_10912		0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6086844_6087077	Gene_FGRRES_20303	FGRRES_20303		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6089034_6089305	Gene_FGRRES_13893	FGRRES_13893		1	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	500	2	0	202	1	0	360	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6089907_6089981	Gene_FGRRES_20304	FGRRES_20304		1	1	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	2	0	500	2	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6090506_6090634	Gene_FGRRES_10913	FGRRES_10913		0	2	5	5	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	500	7	0	5376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
