# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_deletion+splice_region_variant	variants_effect_disruptive_inframe_insertion	variants_effect_disruptive_inframe_insertion+splice_region_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_donor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_initiator_codon_variant	variants_effect_initiator_codon_variant+non_canonical_start_codon	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+disruptive_inframe_deletion+splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_deletion	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_deletion	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_4_6693578_6694462	Gene_FGRRES_09398	FGRRES_09398		0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	111	1	0	132	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_6695750_6696151	Gene_FGRRES_09397	FGRRES_09397		0	1	2	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	500	3	0	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_6698149_6698255	Gene_FGRRES_09396_M	FGRRES_09396_M		0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	198	0	0	0	0	0	0
Exon_4_6700616_6700878	Gene_FGRRES_09395	FGRRES_09395		0	5	5	6	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	500	10	0	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6704119_6708267	Gene_FGRRES_09394	FGRRES_09394		0	7	13	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	2	0	500	20	0	4149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_6708799_6708864	Gene_FGRRES_09393	FGRRES_09393		0	9	4	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	4	0	500	13	0	1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_6711035_6711567	Gene_FGRRES_09392	FGRRES_09392		0	2	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	500	2	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6712376_6715057	Gene_FGRRES_09391	FGRRES_09391		0	3	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	500	5	0	2682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6715622_6716914	Gene_FGRRES_09390	FGRRES_09390		0	2	3	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	500	5	0	1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6718165_6718851	Gene_FGRRES_09389	FGRRES_09389		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_6719557_6719963	Gene_FGRRES_09388_M	FGRRES_09388_M		0	9	2	20	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	13	0	500	9	0	407	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	7	0	500
Exon_4_6722538_6724508	Gene_FGRRES_17198	FGRRES_17198		0	8	4	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	7	0	500	12	0	1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_6726252_6726822	Gene_FGRRES_09386	FGRRES_09386		0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	500	2	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_6727544_6728250	Gene_FGRRES_09385	FGRRES_09385		0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	500	3	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_672818_672921	Gene_FGRRES_06636	FGRRES_06636		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6729363_6729622	Gene_FGRRES_09384	FGRRES_09384		0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	500	5	0	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6733620_6733825	Gene_FGRRES_09383	FGRRES_09383		0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	1	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6739007_6739678	Gene_FGRRES_09382	FGRRES_09382		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6741609_6741725	Gene_FGRRES_09381	FGRRES_09381		0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1054	5	0	51	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_4_6745218_6745323	Gene_FGRRES_09380	FGRRES_09380		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6748048_6750237	Gene_FGRRES_09379	FGRRES_09379		0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	1	0	2190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6752254_6753420	Gene_FGRRES_09378	FGRRES_09378		0	2	1	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	500	3	0	1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6753602_6755678	Gene_FGRRES_17197	FGRRES_17197		0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6757381_6758895	Gene_FGRRES_09376	FGRRES_09376		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6759790_6761205	Gene_FGRRES_09375	FGRRES_09375		0	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	2	0	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6762991_6763082	Gene_FGRRES_15548	FGRRES_15548		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6766286_6766725	Gene_FGRRES_09374_M	FGRRES_09374_M		0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6768209_6769747	Gene_FGRRES_09373	FGRRES_09373		0	4	1	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	7	0	500	5	0	1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_4_6770000_6770935	Gene_FGRRES_09372	FGRRES_09372		0	1	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	936	0	0	0	2	0	500
Exon_4_6771657_6772276	Gene_FGRRES_17713_M	FGRRES_17713_M		0	5	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	500	4	0	620	2	0	48	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_4_6776607_6777079	Gene_FGRRES_09370	FGRRES_09370		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	488	1	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6781265_6781882	Gene_FGRRES_09369	FGRRES_09369		0	1	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	500	2	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_4_6783374_6783497	Gene_FGRRES_09368	FGRRES_09368		0	4	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	6	0	2882	2	0	53	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_6788126_6788321	Gene_FGRRES_09367	FGRRES_09367		0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	4	0	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6791704_6793089	Gene_FGRRES_09366	FGRRES_09366		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_6794473_6794794	Gene_FGRRES_09365	FGRRES_09365		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_6795564_6796586	Gene_FGRRES_09364	FGRRES_09364		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6798260_6799681	Gene_FGRRES_09362	FGRRES_09362		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	57	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6800385_6800487	Gene_FGRRES_09361	FGRRES_09361		0	1	1	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	500	2	0	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6802199_6803137	Gene_FGRRES_09360	FGRRES_09360		0	3	1	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	1	0	500	4	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_4_6803940_6804905	Gene_FGRRES_09359	FGRRES_09359		0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_4_6806129_6806322	Gene_FGRRES_09358	FGRRES_09358		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_6808902_6809534	Gene_FGRRES_09357_M	FGRRES_09357_M		0	1	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	5	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6810736_6812001	Gene_FGRRES_09356_M	FGRRES_09356_M		0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_6812745_6813110	Gene_FGRRES_15037	FGRRES_15037		0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	3	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6814193_6815536	Gene_FGRRES_09354	FGRRES_09354		0	7	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	10	0	500	7	0	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6815870_6816217	Gene_FGRRES_13568	FGRRES_13568		0	0	5	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	500	5	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_6816562_6816693	Gene_FGRRES_13567	FGRRES_13567		1	1	2	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	3	0	500	4	0	166	4	0	307	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_681859_683601	Gene_FGRRES_06638	FGRRES_06638		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6820085_6821299	Gene_FGRRES_09353	FGRRES_09353		0	0	3	5	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	500	3	0	1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_6821497_6821950	Gene_FGRRES_09352_M	FGRRES_09352_M		0	1	2	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	500	3	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_68227_68637	Gene_FGRRES_16659	FGRRES_16659		0	2	4	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	0	500	6	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_4_6824406_6824702	Gene_FGRRES_09351	FGRRES_09351		0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_6826082_6828373	Gene_FGRRES_09350	FGRRES_09350		0	3	5	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	500	8	0	2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6828695_6829128	Gene_FGRRES_17196_M	FGRRES_17196_M		0	6	6	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	500	10	0	155	4	0	52	0	0	0	0	0	0	2	0	6	0	0	0	3	0	500
Exon_4_6831233_6831321	Gene_FGRRES_09348_M	FGRRES_09348_M		0	1	2	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0	500	3	0	955	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6832692_6833750	Gene_FGRRES_09347	FGRRES_09347		0	8	5	15	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	6	0	500	13	0	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	500
Exon_4_6834808_6835289	Gene_FGRRES_09346	FGRRES_09346		0	4	9	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	6	0	500	13	0	1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_4_6837559_6837850	Gene_FGRRES_09345	FGRRES_09345		0	3	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	5	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_4_6839124_6840230	Gene_FGRRES_20390	FGRRES_20390		0	70	22	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	1	1	0	500	92	0	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6842318_6842786	Gene_FGRRES_13566	FGRRES_13566		0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6843364_6844853	Gene_FGRRES_17195	FGRRES_17195		0	4	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	500	6	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6845569_6846510	Gene_FGRRES_17712_M	FGRRES_17712_M		0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	1	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6846969_6847230	Gene_FGRRES_09344	FGRRES_09344		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_684804_686579	Gene_FGRRES_16694	FGRRES_16694		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6848504_6848743	Gene_FGRRES_20391	FGRRES_20391		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6849074_6849472	Gene_FGRRES_09343_M	FGRRES_09343_M		0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	1	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6851731_6853075	Gene_FGRRES_09342	FGRRES_09342		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	440	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6854438_6854885	Gene_FGRRES_13563_M	FGRRES_13563_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6857312_6858863	Gene_FGRRES_09341	FGRRES_09341		0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	500	3	0	1552	2	0	88	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_6862084_6862620	Gene_FGRRES_09340	FGRRES_09340		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_6863282_6865114	Gene_FGRRES_09339	FGRRES_09339		0	2	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	500	3	0	1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
