# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_deletion+splice_region_variant	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_donor_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_initiator_codon_variant+non_canonical_start_codon	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_acceptor_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_start_lost+inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_4_3763906_3766230	Gene_FGRRES_07522	FGRRES_07522		0	8	4	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	12	0	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_3766554_3766583	Gene_FGRRES_07523	FGRRES_07523		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3767775_3768364	Gene_FGRRES_07524	FGRRES_07524		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3772304_3772770	Gene_FGRRES_16841	FGRRES_16841		0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	2	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3775864_3777804	Gene_FGRRES_16842_M	FGRRES_16842_M		0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3778116_3778254	Gene_FGRRES_07527	FGRRES_07527		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	1	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_377953_378462	Gene_FGRRES_06546_M	FGRRES_06546_M		0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	500	2	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_378130_378369	Gene_FGRRES_20333	FGRRES_20333		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_3782143_3782598	Gene_FGRRES_07528	FGRRES_07528		0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	3	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_4_3785863_3786280	Gene_FGRRES_07529	FGRRES_07529		0	1	2	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	500	3	0	863	1	0	52	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_3788272_3788591	Gene_FGRRES_16843	FGRRES_16843		0	22	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	17	0	1	0	500	17	0	181	4	0	53	0	0	0	0	0	0	5	0	651	0	0	0	0	0	0
Exon_4_378929_378997	Gene_FGRRES_20334	FGRRES_20334		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_379240_379397	Gene_FGRRES_15355	FGRRES_15355		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_3793198_3793867	Gene_FGRRES_07531	FGRRES_07531		0	1	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	500	2	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3795134_3796150	Gene_FGRRES_07532_M	FGRRES_07532_M		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_3796936_3797366	Gene_FGRRES_07533	FGRRES_07533		0	0	1	4	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	1	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3797692_3797875	Gene_FGRRES_13159	FGRRES_13159		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_379772_381235	Gene_FGRRES_06547	FGRRES_06547		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3799188_3799425	Gene_FGRRES_07534	FGRRES_07534		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3802321_3803196	Gene_FGRRES_07535	FGRRES_07535		0	5	1	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	8	0	500	6	0	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_3803978_3804317	Gene_FGRRES_07536_M	FGRRES_07536_M		0	2	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	0	500	2	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_3805232_3805432	Gene_FGRRES_15434	FGRRES_15434		0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_3805928_3806097	Gene_FGRRES_15435	FGRRES_15435		0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	3	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_3806836_3807116	Gene_FGRRES_07537_M	FGRRES_07537_M		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_3808633_3810243	Gene_FGRRES_07538	FGRRES_07538		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3814002_3816593	Gene_FGRRES_13160	FGRRES_13160		1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2592	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2592	0	0	0
Exon_4_381644_382996	Gene_FGRRES_06548	FGRRES_06548		0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_3816967_3818100	Gene_FGRRES_07539	FGRRES_07539		0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	500	2	0	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3820032_3820244	Gene_FGRRES_07540	FGRRES_07540		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3822119_3822363	Gene_FGRRES_07541	FGRRES_07541		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3826715_3826863	Gene_FGRRES_07543	FGRRES_07543		0	11	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	500	4	0	204	2	0	51	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0
Exon_4_3828645_3830330	Gene_FGRRES_07544	FGRRES_07544		0	2	0	12	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	9	0	500	2	0	1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_3831874_3832536	Gene_FGRRES_07545	FGRRES_07545		0	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	933	1	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3835412_3835942	Gene_FGRRES_07546	FGRRES_07546		0	0	1	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	500	1	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_3837030_3838553	Gene_FGRRES_07547	FGRRES_07547		0	1	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	0	500	1	0	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_3839441_3839507	Gene_FGRRES_13161_M	FGRRES_13161_M		0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	232	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_4_3841799_3842303	Gene_FGRRES_13162	FGRRES_13162		0	10	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	23	0	335	1	0	50	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_3848196_3848870	Gene_FGRRES_07549	FGRRES_07549		0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	500	2	0	2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_385154_385413	Gene_FGRRES_06549	FGRRES_06549		0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	500	1	0	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3853258_3854261	Gene_FGRRES_07550	FGRRES_07550		0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_3855645_3856034	Gene_FGRRES_07551	FGRRES_07551		0	3	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	500	2	0	281	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_4_3857574_3857980	Gene_FGRRES_16844_M	FGRRES_16844_M		1	40	34	39	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	21	34	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	37	5	13	0	500	72	0	412	21	0	414	0	0	0	0	0	0	3	0	6	0	0	0	5	0	500
Exon_4_3861596_3864550	Gene_FGRRES_07553	FGRRES_07553		0	8	8	15	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	6	0	500	16	0	2955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	500
Exon_4_3865295_3865514	Gene_FGRRES_07554	FGRRES_07554		0	2	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	500	5	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3868636_3868890	Gene_FGRRES_07555	FGRRES_07555		0	7	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	2	0	500	10	0	2127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_3872458_3872713	Gene_FGRRES_16845	FGRRES_16845		0	3	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	500	3	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_3874035_3874600	Gene_FGRRES_07557	FGRRES_07557		0	4	4	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	500	8	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3877532_3877966	Gene_FGRRES_07558	FGRRES_07558		0	1	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	0	500	1	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_3878575_3879831	Gene_FGRRES_07559	FGRRES_07559		1	2	17	15	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	6	0	500	20	0	1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	500
Exon_4_3879967_3881265	Gene_FGRRES_07560	FGRRES_07560		0	3	3	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	6	0	500	6	0	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_4_3881970_3882282	Gene_FGRRES_16846	FGRRES_16846		0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_3886107_3886393	Gene_FGRRES_07562	FGRRES_07562		0	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	500	2	0	1018	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_4_3887650_3888114	Gene_FGRRES_13163	FGRRES_13163		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3888708_3889376	Gene_FGRRES_13164	FGRRES_13164		0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_3891777_3893142	Gene_FGRRES_07564	FGRRES_07564		0	3	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	500	3	0	309	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_3894283_3895089	Gene_FGRRES_16847	FGRRES_16847		0	3	1	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	500	4	0	807	1	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3896772_3896921	Gene_FGRRES_16848	FGRRES_16848		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	175	2	0	77	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_4_3899104_3899483	Gene_FGRRES_07567	FGRRES_07567		0	5	2	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	500	7	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3901873_3901914	Gene_FGRRES_07568	FGRRES_07568		1	2	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	5	0	123	10	0	534	0	0	0	1	0	2	0	0	0	0	0	0	4	0	500
Exon_4_3903945_3904631	Gene_FGRRES_20373	FGRRES_20373		0	1	2	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	3	0	500	3	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_4_3904753_3905276	Gene_FGRRES_07569	FGRRES_07569		0	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	10	0	2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_3913239_3913256	Gene_FGRRES_07573_M	FGRRES_07573_M		0	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	81	5	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3914537_3915112	Gene_FGRRES_07574_M	FGRRES_07574_M		0	1	8	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	500	9	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3916351_3916915	Gene_FGRRES_07575_M	FGRRES_07575_M		0	2	5	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	500	7	0	512	2	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3919085_3919597	Gene_FGRRES_07576	FGRRES_07576		0	8	1	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	500	9	0	59	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3921661_3923184	Gene_FGRRES_16850	FGRRES_16850		0	3	5	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	500	8	0	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_3925701_3927200	Gene_FGRRES_07578	FGRRES_07578		0	2	1	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	0	500	3	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_3927779_3927798	Gene_FGRRES_07579	FGRRES_07579		0	1	2	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	500	3	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_3928750_3929109	Gene_FGRRES_07580	FGRRES_07580		0	2	3	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	500	5	0	908	3	0	234	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_4_3932081_3932372	Gene_FGRRES_13165	FGRRES_13165		0	1	4	17	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	6	0	500	5	0	149	3	0	228	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_4_3933106_3933148	Gene_FGRRES_15436	FGRRES_15436		0	0	0	16	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	500	0	0	0	1	0	124	0	0	0	0	0	0	0	0	0	0	0	0	9	0	500
Exon_4_393418_393633	Gene_FGRRES_06551_M	FGRRES_06551_M		0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_4_3934320_3934823	Gene_FGRRES_07581	FGRRES_07581		0	1	3	8	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	500	4	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_3935832_3937001	Gene_FGRRES_07582	FGRRES_07582		0	5	3	16	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	5	0	500	8	0	343	4	0	54	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_4_3939663_3940403	Gene_FGRRES_07583	FGRRES_07583		0	2	1	14	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	8	0	500	3	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_4_3941272_3941490	Gene_FGRRES_07584	FGRRES_07584		0	3	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	500	3	0	131	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3943449_3943889	Gene_FGRRES_07585	FGRRES_07585		3	2	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	500	5	0	812	1	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
