# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_4_1858601_1860430	Gene_FGRRES_13031	FGRRES_13031		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_1864898_1864967	Gene_FGRRES_16752	FGRRES_16752		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_1888885_1890170	Gene_FGRRES_06971_M	FGRRES_06971_M		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_189881_191362	Gene_FGRRES_16664	FGRRES_16664		0	0	1	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	1	0	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_1907060_1907257	Gene_FGRRES_06976	FGRRES_06976		0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	1	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_1915045_1915280	Gene_FGRRES_16754	FGRRES_16754		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_1920252_1920299	Gene_FGRRES_06980	FGRRES_06980		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_192029_192043	Gene_FGRRES_12928	FGRRES_12928		0	5	1	10	0	10	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	103	10	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_1921616_1923658	Gene_FGRRES_06981	FGRRES_06981		0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_1927016_1929185	Gene_FGRRES_06983_M	FGRRES_06983_M		0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	500	3	0	2170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_1930320_1930933	Gene_FGRRES_06984	FGRRES_06984		0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_1931884_1932174	Gene_FGRRES_13033_M	FGRRES_13033_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_1946575_1946616	Gene_FGRRES_16989_M	FGRRES_16989_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_194776_194815	Gene_FGRRES_06485	FGRRES_06485		0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	21	2	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_1961876_1961935	Gene_FGRRES_06993	FGRRES_06993		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_1963448_1965247	Gene_FGRRES_06994	FGRRES_06994		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_1966534_1966763	Gene_FGRRES_13036	FGRRES_13036		0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_1998508_1998723	Gene_FGRRES_07003	FGRRES_07003		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2000868_2001449	Gene_FGRRES_07004	FGRRES_07004		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_200513_200633	Gene_FGRRES_12930	FGRRES_12930		0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2010166_2011655	Gene_FGRRES_07006	FGRRES_07006		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2012618_2012661	Gene_FGRRES_07007	FGRRES_07007		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2025994_2026282	Gene_FGRRES_16761_M	FGRRES_16761_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_202788_203083	Gene_FGRRES_16665	FGRRES_16665		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2036729_2038428	Gene_FGRRES_17689	FGRRES_17689		0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	1	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2051499_2051610	Gene_FGRRES_07020	FGRRES_07020		0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2082204_2083622	Gene_FGRRES_07030	FGRRES_07030		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2088356_2090023	Gene_FGRRES_07032	FGRRES_07032		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2096424_2097358	Gene_FGRRES_07036_M	FGRRES_07036_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2101124_2101290	Gene_FGRRES_13043	FGRRES_13043		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_2101991_2102308	Gene_FGRRES_13044	FGRRES_13044		0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_2126370_2126391	Gene_FGRRES_07043_M	FGRRES_07043_M		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0
Exon_4_213278_216652	Gene_FGRRES_06489_M	FGRRES_06489_M		0	15	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	15	0	1	0	500	16	0	3375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2149915_2153568	Gene_FGRRES_07051	FGRRES_07051		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2162309_2162436	Gene_FGRRES_16768_M	FGRRES_16768_M		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2206692_2206792	Gene_FGRRES_07064	FGRRES_07064		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2230422_2230607	Gene_FGRRES_07068	FGRRES_07068		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2249614_2249686	Gene_FGRRES_07074	FGRRES_07074		0	2	0	6	1	3	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	500	1	0	73	3	0	279	0	0	0	0	0	0	1	0	6	0	0	0	2	0	500
Exon_4_2250847_2251101	Gene_FGRRES_15410	FGRRES_15410		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2254841_2254979	Gene_FGRRES_07075_M	FGRRES_07075_M		0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2261981_2262480	Gene_FGRRES_07076	FGRRES_07076		0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2266203_2266377	Gene_FGRRES_17691	FGRRES_17691		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2281876_2282088	Gene_FGRRES_07080_M	FGRRES_07080_M		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2304217_2304420	Gene_FGRRES_07087_M	FGRRES_07087_M		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2307789_2307853	Gene_FGRRES_15411	FGRRES_15411		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2309702_2309734	Gene_FGRRES_07088	FGRRES_07088		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2310598_2310631	Gene_FGRRES_15028	FGRRES_15028		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2316129_2316179	Gene_FGRRES_07094	FGRRES_07094		0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	240	1	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2330838_2331071	Gene_FGRRES_20354	FGRRES_20354		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2331787_2332098	Gene_FGRRES_16777	FGRRES_16777		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_233829_233957	Gene_FGRRES_12932	FGRRES_12932		0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2349613_2350020	Gene_FGRRES_07102	FGRRES_07102		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_2357055_2360567	Gene_FGRRES_07104	FGRRES_07104		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2364857_2365635	Gene_FGRRES_16778	FGRRES_16778		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2366756_2367331	Gene_FGRRES_07107	FGRRES_07107		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2368586_2369319	Gene_FGRRES_07108	FGRRES_07108		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_2375604_2375967	Gene_FGRRES_16779	FGRRES_16779		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2381600_2384148	Gene_FGRRES_07112	FGRRES_07112		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	2549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2392876_2393206	Gene_FGRRES_07114	FGRRES_07114		0	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	2756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_4_2397275_2397369	Gene_FGRRES_07115	FGRRES_07115		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2401887_2402686	Gene_FGRRES_07116	FGRRES_07116		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2420662_2420907	Gene_FGRRES_13062	FGRRES_13062		1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	500	1	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2422798_2423214	Gene_FGRRES_13063	FGRRES_13063		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2440044_2440609	Gene_FGRRES_07122	FGRRES_07122		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2449962_2450140	Gene_FGRRES_07125	FGRRES_07125		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2452468_2452593	Gene_FGRRES_07126_M	FGRRES_07126_M		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2454560_2456578	Gene_FGRRES_07127	FGRRES_07127		0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2470579_2470962	Gene_FGRRES_13066	FGRRES_13066		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2473096_2473383	Gene_FGRRES_07132_M	FGRRES_07132_M		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_248859_251003	Gene_FGRRES_06495	FGRRES_06495		0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2492178_2492348	Gene_FGRRES_07136	FGRRES_07136		0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2494446_2495662	Gene_FGRRES_07137	FGRRES_07137		0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	500	1	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_4_2497570_2498559	Gene_FGRRES_07138	FGRRES_07138		0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	500	1	0	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2499176_2499620	Gene_FGRRES_07139	FGRRES_07139		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_251315_251414	Gene_FGRRES_06496_M	FGRRES_06496_M		0	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	500	3	0	640	1	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2526465_2526692	Gene_FGRRES_13074	FGRRES_13074		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2527430_2528473	Gene_FGRRES_07148	FGRRES_07148		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2538322_2538493	Gene_FGRRES_16786	FGRRES_16786		0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	170	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2552868_2553088	Gene_FGRRES_07153	FGRRES_07153		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2555177_2555833	Gene_FGRRES_07154	FGRRES_07154		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_256133_256685	Gene_FGRRES_06498	FGRRES_06498		0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	5	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2576718_2577168	Gene_FGRRES_07160	FGRRES_07160		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2586165_2587028	Gene_FGRRES_07165	FGRRES_07165		0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_261293_261441	Gene_FGRRES_15367	FGRRES_15367		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2671589_2671636	Gene_FGRRES_07187_M	FGRRES_07187_M		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2674991_2675663	Gene_FGRRES_07188	FGRRES_07188		0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_268596_270134	Gene_FGRRES_06502	FGRRES_06502		0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	500	2	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2699784_2699849	Gene_FGRRES_15418	FGRRES_15418		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2710797_2711785	Gene_FGRRES_07194	FGRRES_07194		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_271100_271197	Gene_FGRRES_06503_M	FGRRES_06503_M		0	0	1	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	1	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2735933_2735991	Gene_FGRRES_07202_M	FGRRES_07202_M		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2838012_2839478	Gene_FGRRES_07232	FGRRES_07232		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_284462_288310	Gene_FGRRES_06507	FGRRES_06507		0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	500	3	0	3849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2847890_2848207	Gene_FGRRES_07234	FGRRES_07234		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_2851654_2851752	Gene_FGRRES_07236	FGRRES_07236		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2886058_2886857	Gene_FGRRES_17698	FGRRES_17698		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2889834_2890077	Gene_FGRRES_07245	FGRRES_07245		0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_289745_289907	Gene_FGRRES_12933_M	FGRRES_12933_M		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2904042_2905157	Gene_FGRRES_07251	FGRRES_07251		0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_291317_292864	Gene_FGRRES_06508	FGRRES_06508		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2916752_2916910	Gene_FGRRES_07256	FGRRES_07256		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2918135_2918458	Gene_FGRRES_07257	FGRRES_07257		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_2970235_2970856	Gene_FGRRES_07270_M	FGRRES_07270_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3002151_3003104	Gene_FGRRES_16803	FGRRES_16803		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3013958_3014680	Gene_FGRRES_13109	FGRRES_13109		0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	498	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_301658_304195	Gene_FGRRES_06511	FGRRES_06511		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_4_3019949_3020807	Gene_FGRRES_07284	FGRRES_07284		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_4_3024358_3024896	Gene_FGRRES_07285	FGRRES_07285		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
