# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_disruptive_inframe_insertion+splice_region_variant	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_acceptor_variant+splice_donor_variant+splice_region_variant+splice_region_variant+splice_region_variant+splice_region_variant+intron_variant+intron_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_acceptor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_donor_variant+splice_region_variant+splice_region_variant+intron_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_donor_variant+inframe_deletion+splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_start_lost+inframe_deletion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_3_6862566_6863288	Gene_FGRRES_11193	FGRRES_11193		0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	4	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6863943_6864190	Gene_FGRRES_17459	FGRRES_17459		0	3	1	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	500	4	0	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6866769_6868343	Gene_FGRRES_17458	FGRRES_17458		1	13	19	35	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	25	10	0	500	33	0	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	500
Exon_3_6869810_6870325	Gene_FGRRES_13839	FGRRES_13839		0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	3	0	166	3	0	48	0	0	0	0	0	0	2	0	6	0	0	0	7	0	500
Exon_3_6872023_6874272	Gene_FGRRES_11195	FGRRES_11195		0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6875577_6876104	Gene_FGRRES_11196	FGRRES_11196		0	1	2	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	500	3	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6877664_6878077	Gene_FGRRES_13838	FGRRES_13838		0	55	6	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	49	2	1	0	500	55	0	670	16	0	53	0	0	0	0	0	0	6	0	6	0	0	0	2	0	500
Exon_3_688030_688176	Gene_FGRRES_04938	FGRRES_04938		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6880708_6882309	Gene_FGRRES_13837	FGRRES_13837		1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6882903_6883265	Gene_FGRRES_17457	FGRRES_17457		0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	500	2	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6884626_6885086	Gene_FGRRES_17456	FGRRES_17456		0	0	4	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	500	4	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_3_6886945_6890727	Gene_FGRRES_11200	FGRRES_11200		0	7	1	33	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	29	0	500	8	0	3783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_3_6891771_6892122	Gene_FGRRES_17455	FGRRES_17455		0	4	1	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	500	5	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6894202_6894864	Gene_FGRRES_11202	FGRRES_11202		0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_3_6895081_6896235	Gene_FGRRES_11203	FGRRES_11203		0	5	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	2	0	500	5	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	500
Exon_3_6896903_6897901	Gene_FGRRES_11204	FGRRES_11204		0	1	0	18	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	16	0	500	1	0	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6899771_6900132	Gene_FGRRES_11205	FGRRES_11205		0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6901214_6901299	Gene_FGRRES_11206	FGRRES_11206		0	12	2	17	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	6	0	500	14	0	105	5	0	49	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_3_690231_690974	Gene_FGRRES_04939	FGRRES_04939		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6903923_6904004	Gene_FGRRES_15639	FGRRES_15639		0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	500	0	0	0	7	0	132	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6905595_6905704	Gene_FGRRES_17454	FGRRES_17454		0	22	12	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	4	2	0	500	33	0	3578	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_3_6910256_6910482	Gene_FGRRES_11208	FGRRES_11208		0	9	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	3	0	500	9	0	1894	3	0	51	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6912669_6912917	Gene_FGRRES_13835	FGRRES_13835		0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6913298_6913513	Gene_FGRRES_15640	FGRRES_15640		0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_691430_692854	Gene_FGRRES_04940	FGRRES_04940		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6915014_6917314	Gene_FGRRES_13834	FGRRES_13834		0	3	6	13	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	9	0	500	9	0	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_3_6917738_6917971	Gene_FGRRES_13833	FGRRES_13833		0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	234	1	0	215	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_3_6919400_6921171	Gene_FGRRES_11210	FGRRES_11210		0	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	9	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6921799_6922623	Gene_FGRRES_11211	FGRRES_11211		0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6922852_6925824	Gene_FGRRES_17453_M	FGRRES_17453_M		0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_3_6926230_6926654	Gene_FGRRES_11212	FGRRES_11212		0	4	5	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	2	0	500	9	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_3_6927649_6928601	Gene_FGRRES_11213	FGRRES_11213		0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6929610_6929785	Gene_FGRRES_17452	FGRRES_17452		0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	47	0	0	0	0	0	0	1	0	6	0	0	0	4	0	500
Exon_3_6931520_6931987	Gene_FGRRES_11215	FGRRES_11215		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6933593_6933679	Gene_FGRRES_17451	FGRRES_17451		0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	6	0	293	1	0	61	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
Exon_3_6938707_6940386	Gene_FGRRES_11218	FGRRES_11218		0	6	8	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	0	500	14	0	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_3_6941490_6942522	Gene_FGRRES_11219	FGRRES_11219		0	22	0	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	6	0	500	22	0	1033	1	0	55	0	0	0	0	0	0	0	0	0	0	0	0	5	0	500
Exon_3_6944251_6944418	Gene_FGRRES_15641	FGRRES_15641		0	1	1	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	500	2	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6948430_6949401	Gene_FGRRES_13832	FGRRES_13832		0	1	3	73	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	65	0	500	4	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_3_6949771_6952008	Gene_FGRRES_13831	FGRRES_13831		0	5	12	15	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	7	0	500	17	0	2238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_3_695134_696213	Gene_FGRRES_04941	FGRRES_04941		0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	1	0	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6952398_6954425	Gene_FGRRES_13830	FGRRES_13830		0	3	0	12	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	8	0	500	3	0	2028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_3_69544_70647	Gene_FGRRES_04709	FGRRES_04709		0	2	2	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	500	3	0	456	1	0	54	0	0	0	0	0	0	1	0	6	0	0	0	2	0	500
Exon_3_6955253_6955561	Gene_FGRRES_13829	FGRRES_13829		0	4	2	12	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	5	6	0	500	4	0	256	1	0	49	0	0	0	0	0	0	2	0	95	0	0	0	5	0	500
Exon_3_6956385_6956411	Gene_FGRRES_17450	FGRRES_17450		0	6	3	16	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	8	7	0	500	7	0	1175	1	0	53	0	0	0	0	0	0	2	0	6	0	0	0	8	0	500
Exon_3_6958427_6958858	Gene_FGRRES_11222	FGRRES_11222		0	3	0	36	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	31	5	0	500	3	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	500
Exon_3_6959765_6960536	Gene_FGRRES_13827	FGRRES_13827		0	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	1	0	500	1	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	500
Exon_3_6961594_6961850	Gene_FGRRES_13826	FGRRES_13826		0	16	6	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	7	4	0	500	21	0	140	2	0	46	0	0	0	0	0	0	1	0	6	0	0	0	7	0	500
Exon_3_6965509_6965572	Gene_FGRRES_17449	FGRRES_17449		0	4	6	12	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	10	0	500	10	0	1973	1	0	66	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_696687_696739	Gene_FGRRES_04942	FGRRES_04942		0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	1	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6968702_6968896	Gene_FGRRES_11225	FGRRES_11225		0	0	2	32	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	0	500	2	0	195	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_3_6969899_6969928	Gene_FGRRES_17448	FGRRES_17448		0	5	2	55	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	50	3	0	500	7	0	1302	2	0	54	0	0	0	0	0	0	0	0	0	0	0	0	50	0	500
Exon_3_6971902_6972311	Gene_FGRRES_11227	FGRRES_11227		0	4	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	500	7	0	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6974516_6975932	Gene_FGRRES_11228	FGRRES_11228		0	44	1	18	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	4	14	0	500	45	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_3_697796_698056	Gene_FGRRES_04943	FGRRES_04943		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6978310_6978519	Gene_FGRRES_15635	FGRRES_15635		0	0	1	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	500	1	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6980048_6980773	Gene_FGRRES_11229	FGRRES_11229		0	3	1	11	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	8	0	500	4	0	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6981189_6982028	Gene_FGRRES_11230	FGRRES_11230		0	9	3	32	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	26	0	500	12	0	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	500
Exon_3_6982835_6982884	Gene_FGRRES_11231	FGRRES_11231		0	1	1	11	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	500	1	0	111	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	3	0	500
Exon_3_6985149_6986573	Gene_FGRRES_11232	FGRRES_11232		0	0	3	14	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	500	3	0	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6988724_6989107	Gene_FGRRES_11233	FGRRES_11233		0	2	2	12	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	8	0	500	4	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_3_6989212_6989232	Gene_FGRRES_11234_M	FGRRES_11234_M		8	133	155	83	2	0	0	6	0	6	0	0	0	0	0	0	1	1	0	0	45	149	2	1	0	0	0	18	0	0	3	0	0	0	1	0	0	0	0	112	32	6	0	500	274	0	660	45	0	49	1	0	2	0	0	0	21	0	6	0	0	0	32	0	500
Exon_3_6993440_6993935	Gene_FGRRES_17447	FGRRES_17447		5	146	94	71	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	43	91	1	1	0	0	0	9	0	0	1	0	0	0	2	0	0	0	0	136	28	0	0	0	234	0	1016	43	0	51	1	0	2	0	0	0	10	0	6	0	0	0	28	0	500
Exon_3_6997964_6999723	Gene_FGRRES_11236	FGRRES_11236		0	80	29	17	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	8	8	0	500	109	0	184	1	0	50	0	0	0	0	0	0	0	0	0	0	0	0	8	0	500
Exon_3_7000425_7000797	Gene_FGRRES_17446	FGRRES_17446		1	71	48	42	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	16	48	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	67	7	19	0	500	115	0	682	16	0	70	1	0	2	0	0	0	4	0	6	0	0	0	7	0	500
Exon_3_7002984_7003159	Gene_FGRRES_13824	FGRRES_13824		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_700613_702775	Gene_FGRRES_04944	FGRRES_04944		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_7006498_7008285	Gene_FGRRES_11238	FGRRES_11238		0	32	21	50	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	48	2	0	500	53	0	1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	500
Exon_3_7008422_7008790	Gene_FGRRES_17445	FGRRES_17445		0	16	3	14	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	6	0	500	19	0	158	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_3_7027371_7027652	Gene_FGRRES_14009	FGRRES_14009		0	3	4	19	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	9	9	0	500	6	0	282	1	0	39	0	0	0	0	0	0	1	0	36	0	0	0	9	0	500
Exon_3_7028370_7028880	Gene_FGRRES_11611	FGRRES_11611		0	3	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	8	0	511	4	0	179	0	0	0	0	0	0	0	0	0	0	0	0	7	0	500
Exon_3_7029197_7029255	Gene_FGRRES_11612	FGRRES_11612		0	0	0	19	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	500
Exon_3_7031200_7032381	Gene_FGRRES_11620	FGRRES_11620		0	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	9	0	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_3_7033217_7033344	Gene_FGRRES_14008	FGRRES_14008		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_7034585_7034869	Gene_FGRRES_17589	FGRRES_17589		1	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	500	0	0	0	3	0	63	1	0	2	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_7036138_7036256	Gene_FGRRES_17597_11239_M	FGRRES_17597_11239_M		0	5	4	12	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	8	0	500	8	0	1469	3	0	354	0	0	0	0	0	0	1	0	6	0	0	0	1	0	500
