# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+splice_region_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_missense_variant+splice_region_variant	variants_effect_splice_acceptor_variant+intron_variant	variants_effect_splice_donor_variant+intron_variant	variants_effect_splice_donor_variant+splice_region_variant+intron_variant	variants_effect_splice_region_variant+intron_variant	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_splice_region_variant+synonymous_variant	variants_effect_start_lost	variants_effect_start_lost+disruptive_inframe_insertion	variants_effect_stop_gained	variants_effect_stop_gained+disruptive_inframe_insertion	variants_effect_stop_gained+inframe_insertion	variants_effect_stop_gained+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_INTRON	total_score_INTRON	length_INTRON	bases_affected_SPLICE_SITE_ACCEPTOR	total_score_SPLICE_SITE_ACCEPTOR	length_SPLICE_SITE_ACCEPTOR	bases_affected_SPLICE_SITE_DONOR	total_score_SPLICE_SITE_DONOR	length_SPLICE_SITE_DONOR	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
Exon_3_6128945_6129000	Gene_FGRRES_10927	FGRRES_10927		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6131108_6131396	Gene_FGRRES_17499	FGRRES_17499		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6136897_6137071	Gene_FGRRES_10930	FGRRES_10930		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6142643_6143372	Gene_FGRRES_17496_M	FGRRES_17496_M		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_614413_614686	Gene_FGRRES_04909	FGRRES_04909		0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	2	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6148727_6149254	Gene_FGRRES_10934	FGRRES_10934		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6158555_6160390	Gene_FGRRES_10937	FGRRES_10937		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6161385_6161995	Gene_FGRRES_10938	FGRRES_10938		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6171999_6175541	Gene_FGRRES_17494	FGRRES_17494		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6176636_6176875	Gene_FGRRES_10944	FGRRES_10944		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6181671_6181824	Gene_FGRRES_10945	FGRRES_10945		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6184540_6184683	Gene_FGRRES_17493	FGRRES_17493		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6186962_6187594	Gene_FGRRES_10947	FGRRES_10947		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6188653_6188900	Gene_FGRRES_10948	FGRRES_10948		0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	1	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6190473_6190809	Gene_FGRRES_10949	FGRRES_10949		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_619309_619398	Gene_FGRRES_04911	FGRRES_04911		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6194112_6194131	Gene_FGRRES_13884_M	FGRRES_13884_M		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6194485_6195762	Gene_FGRRES_10950	FGRRES_10950		0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6196027_6197031	Gene_FGRRES_17492	FGRRES_17492		1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6197622_6197709	Gene_FGRRES_10952	FGRRES_10952		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6202567_6202611	Gene_FGRRES_13882	FGRRES_13882		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6204189_6204280	Gene_FGRRES_10955	FGRRES_10955		1	0	2	4	0	1	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	500	3	0	41	3	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6205784_6205807	Gene_FGRRES_17491	FGRRES_17491		0	1	1	6	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	500	2	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6208192_6209877	Gene_FGRRES_10957	FGRRES_10957		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6210495_6210987	Gene_FGRRES_10598_M	FGRRES_10598_M		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6213744_6214355	Gene_FGRRES_10959	FGRRES_10959		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6215046_6215597	Gene_FGRRES_10960	FGRRES_10960		0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	500	1	0	193	3	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6220281_6220461	Gene_FGRRES_10961	FGRRES_10961		0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6223247_6223322	Gene_FGRRES_10962	FGRRES_10962		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6224183_6224309	Gene_FGRRES_10963	FGRRES_10963		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6225188_6225813	Gene_FGRRES_17490	FGRRES_17490		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6227385_6227634	Gene_FGRRES_10965	FGRRES_10965		0	0	2	3	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	2	0	1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6229697_6230817	Gene_FGRRES_10966	FGRRES_10966		0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_623262_623368	Gene_FGRRES_04912	FGRRES_04912		0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	2	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6236015_6236682	Gene_FGRRES_10967	FGRRES_10967		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6238218_6238513	Gene_FGRRES_10968	FGRRES_10968		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6240108_6240204	Gene_FGRRES_10969	FGRRES_10969		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6241358_6244721	Gene_FGRRES_10970	FGRRES_10970		0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	500	2	0	3364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6246861_6247302	Gene_FGRRES_10971	FGRRES_10971		0	4	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	500	5	0	714	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6249232_6250362	Gene_FGRRES_10972	FGRRES_10972		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6254342_6254857	Gene_FGRRES_10974	FGRRES_10974		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6255110_6255154	Gene_FGRRES_10975	FGRRES_10975		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6256209_6256367	Gene_FGRRES_10976	FGRRES_10976		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6256892_6257592	Gene_FGRRES_10977_M	FGRRES_10977_M		0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	210	1	0	56	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6260273_6262420	Gene_FGRRES_10978	FGRRES_10978		0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_626334_626471	Gene_FGRRES_04913	FGRRES_04913		0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	491	1	0	45	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6264104_6264151	Gene_FGRRES_10980_M	FGRRES_10980_M		0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6266462_6268075	Gene_FGRRES_13881	FGRRES_13881		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6268363_6269334	Gene_FGRRES_13880	FGRRES_13880		0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	2	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6269795_6271643	Gene_FGRRES_10982	FGRRES_10982		0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6274145_6274212	Gene_FGRRES_17488	FGRRES_17488		0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6276563_6277594	Gene_FGRRES_10984	FGRRES_10984		0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6278677_6278965	Gene_FGRRES_10985	FGRRES_10985		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6279982_6281697	Gene_FGRRES_10986	FGRRES_10986		0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6282699_6283885	Gene_FGRRES_10987	FGRRES_10987		0	0	6	12	0	0	7	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	500	6	0	1187	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	4	0	500
Exon_3_6284538_6285229	Gene_FGRRES_13879	FGRRES_13879		2	2	7	17	0	0	7	1	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	6	7	0	500	10	0	217	4	0	94	0	0	0	0	0	0	0	0	0	1	0	217	6	0	500
Exon_3_6286390_6289833	Gene_FGRRES_17487	FGRRES_17487		1	21	18	12	0	0	12	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	0	12	0	500	39	0	2029	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Exon_3_629622_629849	Gene_FGRRES_04914	FGRRES_04914		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6322024_6322898	Gene_FGRRES_10989	FGRRES_10989		0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	5	0	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6324345_6324674	Gene_FGRRES_10990	FGRRES_10990		0	1	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	500	2	0	2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_632512_632836	Gene_FGRRES_12652	FGRRES_12652		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6327241_6327567	Gene_FGRRES_10991	FGRRES_10991		0	2	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	500	2	0	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6329341_6330357	Gene_FGRRES_10992	FGRRES_10992		0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	500
Exon_3_6331266_6331396	Gene_FGRRES_10993	FGRRES_10993		1	3	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	5	0	500	3	0	484	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	500
Exon_3_6333766_6333792	Gene_FGRRES_10994	FGRRES_10994		0	1	1	6	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	500	2	0	354	2	0	132	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6335824_6336033	Gene_FGRRES_10995	FGRRES_10995		0	6	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	500	7	0	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6341546_6342023	Gene_FGRRES_10996	FGRRES_10996		0	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	8	0	1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6343990_6344576	Gene_FGRRES_10997	FGRRES_10997		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_634624_634704	Gene_FGRRES_04916	FGRRES_04916		0	5	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	500	9	0	2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6346368_6346834	Gene_FGRRES_10998	FGRRES_10998		0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	474	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6353951_6354118	Gene_FGRRES_17486	FGRRES_17486		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6355785_6356352	Gene_FGRRES_11003	FGRRES_11003		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6358339_6359969	Gene_FGRRES_17485	FGRRES_17485		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6362845_6363828	Gene_FGRRES_17484	FGRRES_17484		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_63746_66586	Gene_FGRRES_04708	FGRRES_04708		0	9	9	12	0	0	10	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	10	0	500	18	0	2841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	500
Exon_3_6374944_6376869	Gene_FGRRES_11008	FGRRES_11008		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6377128_6378921	Gene_FGRRES_11009	FGRRES_11009		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_638146_638559	Gene_FGRRES_04917	FGRRES_04917		0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500
Exon_3_6383896_6384771	Gene_FGRRES_11011	FGRRES_11011		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6387569_6387619	Gene_FGRRES_11012	FGRRES_11012		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_639238_639537	Gene_FGRRES_12653	FGRRES_12653		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6404176_6405542	Gene_FGRRES_11019	FGRRES_11019		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6408909_6408995	Gene_FGRRES_13871	FGRRES_13871		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6416273_6416549	Gene_FGRRES_11022	FGRRES_11022		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exon_3_6419292_6419357	Gene_FGRRES_11024	FGRRES_11024		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
