Query	Hit	Description	E-value
FGRRES_16069	3258	| C14DM | PHI:3258 | Q4QGX0 | 5664 | Leishmania major | reduced virulence	1e-06
FGRRES_16072_M	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-14
FGRRES_16075	1699|PHI:1699|GzZC014|I1RL94|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16076_M	1555|PHI:1555|GzMyb019|I1RDG6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-45
FGRRES_16077	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	4e-19
FGRRES_16078	1420|PHI:1420|GzC2H088|I1S172|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-16
FGRRES_16080_M	144|PHI:144|CHT42|AAC05829|29875|Trichoderma	virens|Reduced virulence	6e-13
FGRRES_16087_8_M	784|PHI:784|MGG_00056|EDK03390|318829|Magnaporthe	oryzae|Reduced virulence	2e-16
FGRRES_16090	1867|PHI:1867|GzZC182|I1RL02|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16102	1545|PHI:1545|GzMyb009|I1RKU3|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	3e-140
FGRRES_16103	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-06
FGRRES_16108	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-08
FGRRES_16110	481|PHI:481|KLAP1|AAX14039|27357|Colletotrichum	acutatum|Loss of pathogenicity	4e-113
FGRRES_16111_M	716|PHI:716|ZEB1|ABB90284|5518|Fusarium	graminearum|Unaffected pathogenicity	5e-08
FGRRES_16113	4200	| gacS | PHI:4200 | W0WL00 | 287 | Pseudomonas aeruginosa | increased virulence (Hypervirulence)	2e-26
FGRRES_16115_M	267|PHI:267|MLT1|AAD51594|5476|Candida	albicans|Reduced virulence	3e-153
FGRRES_16118	2016|PHI:2016|PTH2|MGG_01099|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	2e-92
FGRRES_16119	2545|PHI:2545|TIF35|Q4X1I3|746128|Aspergillus	fumigatus|Mixed outcome	2e-06
FGRRES_16125_M	2042|PHI:2042|ABC3|Q3Y5V5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	7e-165
FGRRES_16127	1796|PHI:1796|GzZC111|I1RSR7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-14
FGRRES_16131	544|PHI:544|BCMFS1|AAF64435|332648|Botrytis	cinerea|Unaffected pathogenicity	5e-50
FGRRES_16133	3038	| FgERG5B | PHI:3038 | I1RIP4 | 5518 | Fusarium graminearum | reduced virulence	1e-18
FGRRES_16136	2020|PHI:2020|Tup1|XP_759427|5270|Ustilago	maydis|Mixed outcome	1e-06
FGRRES_16137	1901|PHI:1901|GzZC216|I1RK07|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16145	1458|PHI:1458|GzAra006|Q4I7F9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	8e-78
FGRRES_16146	2180|PHI:2180|MoTea4|G4N7A0|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	6e-155
FGRRES_16148	901|PHI:901|um01886||5270|Ustilago	maydis|Unaffected pathogenicity	2e-60
FGRRES_16159	1901|PHI:1901|GzZC216|I1RK07|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	6e-26
FGRRES_16161_M	455|PHI:455|CAP59|AAC13946|5207|Cryptococcus	neoformans|Loss of pathogenicity	2e-34
FGRRES_16171_M	3234	| MoLYS20 | PHI:3234 | G4NCG1 | 318829 | Magnaporthe oryzae | reduced virulence	0.0
FGRRES_16177	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	5e-16
FGRRES_16186	105|PHI:105|PLB1|AAC61890|5476|Candida	albicans|Reduced virulence	2e-130
FGRRES_16188	1706|PHI:1706|GzZC021|I1RJ68|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16191	2279|PHI:2279|Conserved	hypothetical protein|J9N0G7|5507|Fusarium oxysporum|Unaffected pathogenicity	7e-22
FGRRES_16193	1901|PHI:1901|GzZC216|I1RK07|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-11
FGRRES_16194	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	2e-21
FGRRES_16195	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	5e-45
FGRRES_16199_M	2042|PHI:2042|ABC3|Q3Y5V5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	2e-54
FGRRES_16201	2034|PHI:2034|MFP1|G4MZY1|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	5e-14
FGRRES_16202	2247|PHI:2247|Sch1|EAT82552|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	3e-08
FGRRES_16204	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	1e-39
FGRRES_16205	716|PHI:716|ZEB1|ABB90284|5518|Fusarium	graminearum|Unaffected pathogenicity	1e-13
FGRRES_16208	1867|PHI:1867|GzZC182|I1RL02|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	7e-45
FGRRES_16209	167|PHI:167|CHIP3|AAF00024|5457|Colletotrichum	gloeosporioides|Unaffected pathogenicity	8e-10
FGRRES_16211	2322|PHI:2322|SidH|Q4WF54|746128|Aspergillus	fumigatus|Reduced virulence	1e-82
FGRRES_16213_M	3384	| FVEG_12530 | PHI:3384 | W7N2C1 | 117187 | Fusarium verticillioides | unaffected pathogenicity	4e-78
FGRRES_16215	1662|PHI:1662|GzCCHC002|I1REJ1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-95
FGRRES_16217	2174|PHI:2174|NMR2|MGG_02860|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	2e-74
FGRRES_16220	2570|PHI:2570|CYB2|Q6FM61|5478|Candida	glabrata|Reduced virulence	3e-135
FGRRES_16221	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	4e-51
FGRRES_16223	1974|PHI:1974|GzZC289|I1RQN6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	7e-17
FGRRES_16224	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	8e-19
FGRRES_16226	1795|PHI:1795|GzZC110|I1RSX8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-28
FGRRES_16227	2247|PHI:2247|Sch1|EAT82552|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	3e-32
FGRRES_16228	1835|PHI:1835|GzZC150|I1RIL1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16229_M	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	2e-46
FGRRES_16231	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	3e-18
FGRRES_16235	2968|PHI:2968|Hxs1|J9VQA5|5207|Cryptococcus	neoformans|Reduced virulence	3e-31
FGRRES_16237	1710|PHI:1710|GzZC025|I1RIH3|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16239_M	672|PHI:672|CAS1|AAL35099|192011|Cryptococcus	neoformans|Increased virulence (Hypervirulence)	2e-59
FGRRES_16240	1974|PHI:1974|GzZC289|I1RQN6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-19
FGRRES_16244	1161|PHI:1161|MgMfs1|A4ZGP3|54734|Mycosphaerella	graminicola (related: Zymoseptoria triticii)|Chemistry target	7e-134
FGRRES_16245	1806|PHI:1806|GzZC121|I1RUM8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-10
FGRRES_16246_M	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	3e-07
FGRRES_16250	1947|PHI:1947|GzZC262|I1RIC0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16251	1362|PHI:1362|TRI6|I1RIA6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-164
FGRRES_16253	2700|PHI:2700|lac2|J7MF98|5465|Colletotrichum	orbiculare|Reduced virulence	2e-40
FGRRES_16254	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	2e-15
FGRRES_16256	1895|PHI:1895|GzZC210|I1RNU2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	6e-157
FGRRES_16258	901|PHI:901|um01886||5270|Ustilago	maydis|Unaffected pathogenicity	3e-44
FGRRES_16259	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-10
FGRRES_16260	812|PHI:812|MGG_10702|EDJ94108|318829|Magnaporthe	oryzae|Reduced virulence	1e-13
FGRRES_16261	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	1e-30
FGRRES_16265_M	2147|PHI:2147|Erl1|G5EH97|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	3e-29
FGRRES_16266	2147|PHI:2147|Erl1|G5EH97|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Reduced virulence	2e-46
FGRRES_16267	1681|PHI:1681|GzNF001|I1REN7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-120
FGRRES_16269	1909|PHI:1909|GzZC224|I1RHG6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	7e-15
FGRRES_16271	2654|PHI:2654|DUR1,2|Q59VF3|5476|Candida	albicans|Reduced virulence	1e-19
FGRRES_16272	1458|PHI:1458|GzAra006|Q4I7F9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-15
FGRRES_16273_M	1055|PHI:1055|CgCHSIII|AAL23718|31870|Colletotrichum	graminicola|Unaffected pathogenicity	0.0
FGRRES_16274_M	1887|PHI:1887|GzZC202|I1RHZ6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16278	1888|PHI:1888|GzZC203|I1RHY2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16282	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	2e-15
FGRRES_16284	1867|PHI:1867|GzZC182|I1RL02|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-25
FGRRES_16288	1831|PHI:1831|GzZC146|I1RHT9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16291_M	1903|PHI:1903|GzZC218|I1RHR4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16292_M	1888|PHI:1888|GzZC203|I1RHY2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	9e-41
FGRRES_16294	2269|PHI:2269|Mdh1|0|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	2e-38
FGRRES_16295	1307|PHI:1307|GzbHLH008|I1RHQ2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-146
FGRRES_16299	1218|PHI:1218|FGSG_01559|I1RAY2|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	6e-84
FGRRES_16300_M	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	4e-26
FGRRES_16301	2279|PHI:2279|Conserved	hypothetical protein|J9N0G7|5507|Fusarium oxysporum|Unaffected pathogenicity	9e-20
FGRRES_16306	1361|PHI:1361|GzC2H021|I1RHI0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	9e-180
FGRRES_16308_M	1732|PHI:1732|GzZC047|I1S6B4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	7e-19
FGRRES_16311	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	1e-13
FGRRES_16313_M	1986|PHI:1986|GzZC301|I1RA77|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-47
FGRRES_16315_M	105|PHI:105|PLB1|AAC61890|5476|Candida	albicans|Reduced virulence	1e-09
FGRRES_16316	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	6e-23
FGRRES_16317	1555|PHI:1555|GzMyb019|I1RDG6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-35
FGRRES_16321	1924|PHI:1924|GzZC239|I1RH93|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16323	1266|PHI:1266|FGSG_12149|I1RH87|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16326_M	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	7e-10
FGRRES_16327	511|PHI:511|CaNAG4|EAK93098|5476|Candida	albicans|Reduced virulence	3e-72
FGRRES_16328	2927|PHI:2927|lip5|J9N2Z8|59765|Fusarium	oxysporum f. sp. Lycopersici|Unaffected pathogenicity	5e-100
FGRRES_16329	2115|PHI:2115|Annexin	A7|MGG_06847|148305|Magnaporthe oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	3e-73
FGRRES_16332	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	2e-08
FGRRES_16339_M	1832|PHI:1832|GzZC147|I1RH29|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16345	1795|PHI:1795|GzZC110|I1RSX8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-18
FGRRES_16348	1898|PHI:1898|GzZC213|I1RH03|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-170
FGRRES_16349	2978|PHI:2978|MoCel12A|G4N5V2|148305|Magnaporthe	oryzae|Unaffected pathogenicity	2e-06
FGRRES_16351	358|PHI:358|ILV2|AAR29084|5207|Cryptococcus	neoformans|Loss of pathogenicity	2e-11
FGRRES_16353	2927|PHI:2927|lip5|J9N2Z8|59765|Fusarium	oxysporum f. sp. Lycopersici|Unaffected pathogenicity	1e-84
FGRRES_16354	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	7e-25
FGRRES_16357	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	3e-66
FGRRES_16358	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	1e-10
FGRRES_16359_A_M	1026|PHI:1026|bcplc1|AAB39564|40559|Botrytis	cinerea|Reduced virulence	6e-89
FGRRES_16361	1899|PHI:1899|GzZC214|I1RGU2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16362	3381	| FVEG_12533 | PHI:3381 | W7N2B4 | 117187 | Fusarium verticillioides | unaffected pathogenicity	3e-167
FGRRES_16367	1887|PHI:1887|GzZC202|I1RHZ6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-62
FGRRES_16368	1967|PHI:1967|GzZC282|I1RB16|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	4e-09
FGRRES_16369_M	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	1e-06
FGRRES_16370	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	9e-23
FGRRES_16379_12566_M	812|PHI:812|MGG_10702|EDJ94108|318829|Magnaporthe	oryzae|Reduced virulence	8e-54
FGRRES_16383	1261|PHI:1261|FGSG_07812|I1RGH4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16384_5_M	2393|PHI:2393|Related	to O-methylsterigmatocystin oxidoreductase|I1R980|5518|Gibberella zeae (related: Fusarium graminearum)|Increased virulence (Hypervirulence)	1e-98
FGRRES_16386	1405|PHI:1405|GzC2H069|I1RWW2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-31
FGRRES_16387	1875|PHI:1875|GzZC190|I1RTS3|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-53
FGRRES_16390	325|PHI:325|ACE1|CAG28797|318829|Magnaporthe	oryzae|Effector (plant avirulence determinant)	1e-20
FGRRES_16391	3381	| FVEG_12533 | PHI:3381 | W7N2B4 | 117187 | Fusarium verticillioides | unaffected pathogenicity	4e-16
FGRRES_16392	228|PHI:228|PLB1|AAF65220|5207|Cryptococcus	neoformans|Reduced virulence	2e-63
FGRRES_16395_M	1904|PHI:1904|GzZC219|I1RHR0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-38
FGRRES_16398	1681|PHI:1681|GzNF001|I1REN7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	7e-51
FGRRES_16399	1941|PHI:1941|GzZC256|I1RGD9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16400	2022|PHI:2022|BUF1|MGG_02252|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	6e-21
FGRRES_16401	2042|PHI:2042|ABC3|Q3Y5V5|148305|Magnaporthe	oryzae (related: Magnaporthe grisea)|Loss of pathogenicity	0.0
FGRRES_16403	243|PHI:243|CHIP6|AAD00894|5457|Colletotrichum	gloeosporioides|Reduced virulence	0.0
FGRRES_16406	1955|PHI:1955|GzZC270|I1RM02|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-15
FGRRES_16411	800|PHI:800|MGG_13324|EDK00897|318829|Magnaporthe	oryzae|Reduced virulence	3e-07
FGRRES_16412	1209|PHI:1209|FGSG_04770|I1RLH1|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_16414	1999|PHI:1999|GzZC314|I1R9E5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-99
FGRRES_16419	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	2e-12
FGRRES_16420	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-15
FGRRES_16421	1423|PHI:1423|GzC2H091|I1S2R1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-15
FGRRES_16423	404|PHI:404|PTH11|AAD30436|318829|Magnaporthe	oryzae|Reduced virulence	3e-27
FGRRES_16424	1977|PHI:1977|GzZC292|I1RLM4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16425	2315|PHI:2315|ChLae1|G4XKY9|5016|Cochliobolus	heterostrophus|Mixed outcome	6e-29
FGRRES_16426	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-17
FGRRES_16429	1260|PHI:1260|FGSG_13944|I1RUC7|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-12
FGRRES_16432	2336|PHI:2336|NIA1|O00101|13684|Stagonospora	nodorum (related: Phaeosphaeria nodorum)|Unaffected pathogenicity	9e-45
FGRRES_16434	243|PHI:243|CHIP6|AAD00894|5457|Colletotrichum	gloeosporioides|Reduced virulence	5e-172
FGRRES_16435	2020|PHI:2020|Tup1|XP_759427|5270|Ustilago	maydis|Mixed outcome	1e-19
FGRRES_16437	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	8e-09
FGRRES_16442	2336|PHI:2336|NIA1|O00101|13684|Stagonospora	nodorum (related: Phaeosphaeria nodorum)|Unaffected pathogenicity	2e-24
FGRRES_16444_M	1605|PHI:1605|GzOB046|I1S216|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-10
FGRRES_16446_M	1955|PHI:1955|GzZC270|I1RM02|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16452	1450|PHI:1450|GzGATA008|I1RM88|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_16456	1678|PHI:1678|GzGRF|I1RMC1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16458	2393|PHI:2393|Related	to O-methylsterigmatocystin oxidoreductase|I1R980|5518|Gibberella zeae (related: Fusarium graminearum)|Increased virulence (Hypervirulence)	8e-53
FGRRES_16466	1393|PHI:1393|GzC2H056|I1RU69|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-06
FGRRES_16467	502|PHI:502|ADE4|CAA89133|4932|Saccharomyces	cerevisiae|Reduced virulence	3e-180
FGRRES_16471_M	1941|PHI:1941|GzZC256|I1RGD9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-67
FGRRES_16472	1939|PHI:1939|GzZC254|I1RMX8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16474	2563|PHI:2563|DPP3|Q5AH74|5476|Candida	albicans|Reduced virulence	4e-57
FGRRES_16475	2604|PHI:2604|Rim13|Q4PCT8|5270|Ustilago	maydis|Unaffected pathogenicity	1e-65
FGRRES_16476	1373|PHI:1373|GzC2H036|I1RN20|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16485	286|PHI:286|CLC-A|AAO73005|5207|Cryptococcus	neoformans|Reduced virulence	3e-155
FGRRES_16490	1508|PHI:1508|GzHOME003|I1RNA9|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16491	3376	| FgSte11 | PHI:3376 | V6RAJ2 | 5518 | Fusarium graminearum | reduced virulence	0.0
FGRRES_16493	1224|PHI:1224|FGSG_09150|Q4IB89|5518|Gibberella	zeae (related: Fusarium graminearum)|Lethal	0.0
FGRRES_16497	1265|PHI:1265|FGSG_06970|I1RNH0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16499_M	2825|PHI:2825|SET1|Q5ABG1|5476|Candida	albicans|Reduced virulence	2e-19
FGRRES_16505	800|PHI:800|MGG_13324|EDK00897|318829|Magnaporthe	oryzae|Reduced virulence	4e-07
FGRRES_16506_M	1558|PHI:1558|GzNH003|I1RNK5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16507	2715|PHI:2715|PEX6	|I1RNL3|5518|Fusarium graminearum|Reduced virulence	0.0
FGRRES_16510	1795|PHI:1795|GzZC110|I1RSX8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	8e-38
FGRRES_16511	4575	| NTH2 | PHI:4575 | Q5KEF4 | 5207 | Cryptococcus neoformans | mixed outcome	2e-96
FGRRES_16518	1924|PHI:1924|GzZC239|I1RH93|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-36
FGRRES_16521_M	1553|PHI:1553|GzMyb017|I1S7F8|5518|Gibberella	zeae (related: Fusarium graminearum)|Reduced virulence	0.0
FGRRES_16522	1795|PHI:1795|GzZC110|I1RSX8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	4e-28
FGRRES_16526	106|PHI:106|CAT1|AAC39448|5476|Candida	albicans|Reduced virulence	9e-172
FGRRES_16527	242|PHI:242|CaTPS2|CAC17748|5476|Candida	albicans|Reduced virulence	1e-133
FGRRES_16528	1883|PHI:1883|GzZC198|I1RJ71|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-34
FGRRES_16530	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	3e-16
FGRRES_16532	2643|PHI:2643|CFAS|A4HTK3|5671|Leishmania	infantum|Reduced virulence	9e-06
FGRRES_16534	544|PHI:544|BCMFS1|AAF64435|332648|Botrytis	cinerea|Unaffected pathogenicity	0.0
FGRRES_16536	441|PHI:441|BTP1|CAE55153|40559|Botrytis	cinerea|Reduced virulence	2e-20
FGRRES_16540	1252|PHI:1252|FGSG_12132|I1RP15|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16543	1834|PHI:1834|GzZC149|I1RP23|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16544	59|PHI:59|THR1|BAA18962|5462|Colletotrichum	lagenarium|Reduced virulence	5e-07
FGRRES_16545	1429|PHI:1429|GzC2H097|I1S7I6|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16548	1819|PHI:1819|GzZC134|I1S7J0|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16549	1651|PHI:1651|GzWing023|I1S0U2|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	1e-57
FGRRES_16556_M	2270|PHI:2270|Mpd1|Q0U6E8|13684|Phaeosphaeria	nodorum (related: Stagonospora nodorum)|Unaffected pathogenicity	2e-146
FGRRES_16557	1621|PHI:1621|GzRUM1|I1RP98|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16560	1277|PHI:1277|FGSG_12887|I1S5L1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	3e-51
FGRRES_16561	1795|PHI:1795|GzZC110|I1RSX8|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	2e-23
FGRRES_16565_M	2570|PHI:2570|CYB2|Q6FM61|5478|Candida	glabrata|Reduced virulence	1e-56
FGRRES_16570	1430|PHI:1430|GzC2H098|I1S7L4|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	0.0
FGRRES_16571	873|PHI:873|MGG_02443|EDJ98595|318829|Magnaporthe	oryzae|Reduced virulence	2e-160
FGRRES_16572	1552|PHI:1552|GzMyb016|I1S0N5|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-31
FGRRES_16577	1423|PHI:1423|GzC2H091|I1S2R1|5518|Gibberella	zeae (related: Fusarium graminearum)|Unaffected pathogenicity	5e-17
FGRRES_16579	2393|PHI:2393|Related	to O-methylsterigmatocystin oxidoreductase|I1R980|5518|Gibberella zeae (related: Fusarium graminearum)|Increased virulence (Hypervirulence)	1e-06
FGRRES_16586	253|PHI:253|FOS1|AAK27436|5085|Aspergillus	fumigatus|Reduced virulence	1e-66
